"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Elected/Nominated","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"24873","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP833/2025-2026/178221","CHIKKAMAGALURU(DEPUTY COMMISSIONER CHIKMAGALUR)","Shri Jairam Ramesh (2022-28) (2022-2028)","Elected MP","10-Oct-2025","KRIDL BHUSIRI ACCOUNT WORKS","Payment Success","375000"
"24874","Karnataka","Providing drains and gutters for public drainage","WS/MP833/2025-2026/178227","CHIKKAMAGALURU(DEPUTY COMMISSIONER CHIKMAGALUR)","Shri Jairam Ramesh (2022-28) (2022-2028)","Elected MP","06-Oct-2025","KRIDL BHUSIRI ACCOUNT WORKS","Payment Success","375000"
"24875","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP833/2024-2025/74903","CHIKKAMAGALURU(DEPUTY COMMISSIONER CHIKMAGALUR)","Shri Jairam Ramesh (2022-28) (2022-2028)","Elected MP","07-Jan-2025","KRIDL BHUSIRI ACCOUNT WORKS","Payment Success","375000"
"24876","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP833/2024-2025/74900","CHIKKAMAGALURU(DEPUTY COMMISSIONER CHIKMAGALUR)","Shri Jairam Ramesh (2022-28) (2022-2028)","Elected MP","07-Jan-2025","KRIDL BHUSIRI ACCOUNT WORKS","Payment Success","750000"
"24877","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP833/2024-2025/16195","CHIKKAMAGALURU(DEPUTY COMMISSIONER CHIKMAGALUR)","Shri Jairam Ramesh (2022-28) (2022-2028)","Elected MP","06-Jan-2025","KRIDL BHUSIRI ACCOUNT WORKS","Payment Success","525000"
"24878","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP833/2024-2025/16219","CHIKKAMAGALURU(DEPUTY COMMISSIONER CHIKMAGALUR)","Shri Jairam Ramesh (2022-28) (2022-2028)","Elected MP","06-Jan-2025","KRIDL BHUSIRI ACCOUNT WORKS","Payment Success","750000"
"24879","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP833/2024-2025/16218","CHIKKAMAGALURU(DEPUTY COMMISSIONER CHIKMAGALUR)","Shri Jairam Ramesh (2022-28) (2022-2028)","Elected MP","06-Jan-2025","KRIDL BHUSIRI ACCOUNT WORKS","Payment Success","375000"
"24880","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP833/2024-2025/16196","CHIKKAMAGALURU(DEPUTY COMMISSIONER CHIKMAGALUR)","Shri Jairam Ramesh (2022-28) (2022-2028)","Elected MP","06-Jan-2025","KRIDL BHUSIRI ACCOUNT WORKS","Payment Success","300000"
"24881","Karnataka","Construction of community centers and community halls","WS/MP833/2026-2027/74895","CHIKKAMAGALURU(DEPUTY COMMISSIONER CHIKMAGALUR)","Shri Jairam Ramesh (2022-28) (2022-2028)","Elected MP","18-May-2026","KRIDL BHUSIRI ACCOUNT WORKS","Payment Success","750000"
"24882","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP833/2025-2026/177985","CHIKKAMAGALURU(DEPUTY COMMISSIONER CHIKMAGALUR)","Shri Jairam Ramesh (2022-28) (2022-2028)","Elected MP","17-Aug-2026","KRIDL BHUSIRI ACCOUNT WORKS","Payment Success","625000"
"24883","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP084/2024-2025/139540","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Jaggesh (2022-28) (2022-2028)","Elected MP","31-Dec-2024","KRIDL BHUSIRI ACCOUNT WORKS","Payment Success","4000000"
"24884","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP084/2024-2025/139541","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Jaggesh (2022-28) (2022-2028)","Elected MP","31-Dec-2024","KRIDL BHUSIRI ACCOUNT WORKS","Payment Success","5000000"
"24885","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP084/2024-2025/139542","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Jaggesh (2022-28) (2022-2028)","Elected MP","31-Dec-2024","KRIDL BHUSIRI ACCOUNT WORKS","Payment Success","1000000"
"24886","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP084/2024-2025/133707","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Jaggesh (2022-28) (2022-2028)","Elected MP","07-Dec-2024","KRIDL BHUSIRI ACCOUNT WORKS","Payment Success","3500000"
"24887","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP084/2024-2025/133708","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Jaggesh (2022-28) (2022-2028)","Elected MP","07-Dec-2024","KRIDL BHUSIRI ACCOUNT WORKS","Payment Success","3500000"
"24888","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP084/2024-2025/133709","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Jaggesh (2022-28) (2022-2028)","Elected MP","07-Dec-2024","KRIDL BHUSIRI ACCOUNT WORKS","Payment Success","3500000"
"24889","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP084/2024-2025/133781","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Jaggesh (2022-28) (2022-2028)","Elected MP","21-Nov-2024","KRIDL BHUSIRI ACCOUNT WORKS","Payment Success","3000000"
"24890","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP084/2024-2025/133782","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Jaggesh (2022-28) (2022-2028)","Elected MP","21-Nov-2024","KRIDL BHUSIRI ACCOUNT WORKS","Payment Success","2000000"
"24891","Uttar Pradesh","Lighting of public spaces","WS/MP187/2026-2027/283439","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Javed Ali Khan (2022-28) (2022-2028)","Elected MP","16-Jun-2026","HIDAYA QIRAT ENTERPRISES","Payment Success","3244800"
"24892","Uttar Pradesh","Lighting of public spaces","WS/MP187/2026-2027/283439","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Javed Ali Khan (2022-28) (2022-2028)","Elected MP","16-Jun-2026","HIDAYA QIRAT ENTERPRISES","Payment Success","3744000"
"24893","Uttar Pradesh","Lighting of public spaces","WS/MP187/2026-2027/283439","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Javed Ali Khan (2022-28) (2022-2028)","Elected MP","23-Jun-2026","HIDAYA QIRAT ENTERPRISES","Payment Success","2246400"
"24894","Uttar Pradesh","Lighting of public spaces","WS/MP187/2026-2027/283439","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Javed Ali Khan (2022-28) (2022-2028)","Elected MP","23-Jun-2026","HIDAYA QIRAT ENTERPRISES","Payment Success","2745600"
"24895","Uttar Pradesh","Lighting of public spaces","WS/MP187/2026-2027/283439","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Javed Ali Khan (2022-28) (2022-2028)","Elected MP","23-Jun-2026","HIDAYA QIRAT ENTERPRISES","Payment Success","3494400"
"24896","Uttar Pradesh","Street lights","WS/MP190/2023-2024/1301","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Mithlesh Kumar (2022-28) (2022-2028)","Elected MP","10-Sep-2023","HIDAYA QIRAT ENTERPRISES","Payment Success","243000"
"24897","Uttar Pradesh","Street lights","WS/MP190/2023-2024/1302","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Mithlesh Kumar (2022-28) (2022-2028)","Elected MP","11-Sep-2023","HIDAYA QIRAT ENTERPRISES","Payment Success","243000"
"24898","Uttar Pradesh","Street lights","WS/MP190/2023-2024/1305","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Mithlesh Kumar (2022-28) (2022-2028)","Elected MP","11-Sep-2023","HIDAYA QIRAT ENTERPRISES","Payment Success","243000"
"24899","Uttar Pradesh","Street lights","WS/MP190/2023-2024/1304","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Mithlesh Kumar (2022-28) (2022-2028)","Elected MP","11-Sep-2023","HIDAYA QIRAT ENTERPRISES","Payment Success","243000"
"24900","Uttar Pradesh","Street lights","WS/MP190/2023-2024/1840","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Mithlesh Kumar (2022-28) (2022-2028)","Elected MP","11-Sep-2023","HIDAYA QIRAT ENTERPRISES","Payment Success","243000"
"24901","Uttar Pradesh","Street lights","WS/MP190/2023-2024/1843","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Mithlesh Kumar (2022-28) (2022-2028)","Elected MP","11-Sep-2023","HIDAYA QIRAT ENTERPRISES","Payment Success","243000"
"24902","Uttar Pradesh","Street lights","WS/MP190/2023-2024/1844","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Mithlesh Kumar (2022-28) (2022-2028)","Elected MP","13-Sep-2023","HIDAYA QIRAT ENTERPRISES","Payment Success","243000"
"24903","Uttar Pradesh","Street lights","WS/MP190/2023-2024/1842","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Mithlesh Kumar (2022-28) (2022-2028)","Elected MP","14-Sep-2023","HIDAYA QIRAT ENTERPRISES","Payment Success","243000"
"24904","Uttar Pradesh","Street lights","WS/MP190/2023-2024/1841","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Mithlesh Kumar (2022-28) (2022-2028)","Elected MP","14-Sep-2023","HIDAYA QIRAT ENTERPRISES","Payment Success","243000"
"24905","Uttar Pradesh","Street lights","WS/MP190/2023-2024/1848","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Mithlesh Kumar (2022-28) (2022-2028)","Elected MP","14-Sep-2023","HIDAYA QIRAT ENTERPRISES","Payment Success","243000"
"24906","Uttar Pradesh","Street lights","WS/MP190/2023-2024/1849","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Mithlesh Kumar (2022-28) (2022-2028)","Elected MP","14-Sep-2023","HIDAYA QIRAT ENTERPRISES","Payment Success","243000"
"24907","Uttar Pradesh","Street lights","WS/MP190/2023-2024/1852","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Mithlesh Kumar (2022-28) (2022-2028)","Elected MP","14-Sep-2023","HIDAYA QIRAT ENTERPRISES","Payment Success","243000"
"24908","Uttar Pradesh","Street lights","WS/MP190/2023-2024/1851","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Mithlesh Kumar (2022-28) (2022-2028)","Elected MP","14-Sep-2023","HIDAYA QIRAT ENTERPRISES","Payment Success","243000"
"24909","Uttar Pradesh","Street lights","WS/MP190/2023-2024/1850","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Mithlesh Kumar (2022-28) (2022-2028)","Elected MP","14-Sep-2023","HIDAYA QIRAT ENTERPRISES","Payment Success","243000"
"24910","Uttar Pradesh","Street lights","WS/MP190/2023-2024/1854","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Mithlesh Kumar (2022-28) (2022-2028)","Elected MP","14-Sep-2023","HIDAYA QIRAT ENTERPRISES","Payment Success","243000"
"24911","Uttar Pradesh","Street lights","WS/MP190/2023-2024/1853","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Mithlesh Kumar (2022-28) (2022-2028)","Elected MP","14-Sep-2023","HIDAYA QIRAT ENTERPRISES","Payment Success","243000"
"24912","Uttar Pradesh","Street lights","WS/MP190/2023-2024/1857","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Mithlesh Kumar (2022-28) (2022-2028)","Elected MP","14-Sep-2023","HIDAYA QIRAT ENTERPRISES","Payment Success","243000"
"24913","Uttar Pradesh","Street lights","WS/MP190/2023-2024/1855","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Mithlesh Kumar (2022-28) (2022-2028)","Elected MP","14-Sep-2023","HIDAYA QIRAT ENTERPRISES","Payment Success","243000"
"24914","Uttar Pradesh","Street lights","WS/MP190/2023-2024/1869","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Mithlesh Kumar (2022-28) (2022-2028)","Elected MP","14-Sep-2023","HIDAYA QIRAT ENTERPRISES","Payment Success","243000"
"24915","Uttar Pradesh","Street lights","WS/MP190/2023-2024/1868","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Mithlesh Kumar (2022-28) (2022-2028)","Elected MP","14-Sep-2023","HIDAYA QIRAT ENTERPRISES","Payment Success","243000"
"24916","Uttar Pradesh","Street lights","WS/MP190/2023-2024/1870","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Mithlesh Kumar (2022-28) (2022-2028)","Elected MP","15-Sep-2023","HIDAYA QIRAT ENTERPRISES","Payment Success","243000"
"24917","Uttar Pradesh","Street lights","WS/MP190/2023-2024/1856","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Mithlesh Kumar (2022-28) (2022-2028)","Elected MP","15-Sep-2023","HIDAYA QIRAT ENTERPRISES","Payment Success","243000"
"24918","Uttar Pradesh","Street lights","WS/MP190/2023-2024/1867","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Mithlesh Kumar (2022-28) (2022-2028)","Elected MP","15-Sep-2023","HIDAYA QIRAT ENTERPRISES","Payment Success","243000"
"24919","Uttar Pradesh","Street lights","WS/MP190/2023-2024/1871","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Mithlesh Kumar (2022-28) (2022-2028)","Elected MP","15-Sep-2023","HIDAYA QIRAT ENTERPRISES","Payment Success","243000"
"24920","Uttar Pradesh","Street lights","WS/MP190/2023-2024/1878","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Mithlesh Kumar (2022-28) (2022-2028)","Elected MP","15-Sep-2023","HIDAYA QIRAT ENTERPRISES","Payment Success","243000"
"24921","Uttar Pradesh","Street lights","WS/MP190/2023-2024/1877","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Mithlesh Kumar (2022-28) (2022-2028)","Elected MP","15-Sep-2023","HIDAYA QIRAT ENTERPRISES","Payment Success","243000"
"24922","Uttar Pradesh","Street lights","WS/MP190/2023-2024/1876","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Mithlesh Kumar (2022-28) (2022-2028)","Elected MP","15-Sep-2023","HIDAYA QIRAT ENTERPRISES","Payment Success","243000"
"24923","Uttar Pradesh","Street lights","WS/MP190/2023-2024/1875","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Mithlesh Kumar (2022-28) (2022-2028)","Elected MP","15-Sep-2023","HIDAYA QIRAT ENTERPRISES","Payment Success","243000"
"24924","Uttar Pradesh","Street lights","WS/MP190/2023-2024/1874","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Mithlesh Kumar (2022-28) (2022-2028)","Elected MP","15-Sep-2023","HIDAYA QIRAT ENTERPRISES","Payment Success","243000"
"24925","Uttar Pradesh","Street lights","WS/MP190/2023-2024/1885","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Mithlesh Kumar (2022-28) (2022-2028)","Elected MP","15-Sep-2023","HIDAYA QIRAT ENTERPRISES","Payment Success","243000"
"24926","Uttar Pradesh","Street lights","WS/MP190/2023-2024/1884","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Mithlesh Kumar (2022-28) (2022-2028)","Elected MP","15-Sep-2023","HIDAYA QIRAT ENTERPRISES","Payment Success","243000"
"24927","Uttar Pradesh","Street lights","WS/MP190/2023-2024/1883","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Mithlesh Kumar (2022-28) (2022-2028)","Elected MP","15-Sep-2023","HIDAYA QIRAT ENTERPRISES","Payment Success","243000"
"24928","Uttar Pradesh","Street lights","WS/MP190/2023-2024/1882","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Mithlesh Kumar (2022-28) (2022-2028)","Elected MP","15-Sep-2023","HIDAYA QIRAT ENTERPRISES","Payment Success","243000"
"24929","Uttar Pradesh","Street lights","WS/MP190/2023-2024/1881","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Mithlesh Kumar (2022-28) (2022-2028)","Elected MP","15-Sep-2023","HIDAYA QIRAT ENTERPRISES","Payment Success","243000"
"24930","Uttar Pradesh","Street lights","WS/MP190/2023-2024/1899","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Mithlesh Kumar (2022-28) (2022-2028)","Elected MP","15-Sep-2023","HIDAYA QIRAT ENTERPRISES","Payment Success","243000"
"24931","Uttar Pradesh","Street lights","WS/MP190/2023-2024/1898","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Mithlesh Kumar (2022-28) (2022-2028)","Elected MP","15-Sep-2023","HIDAYA QIRAT ENTERPRISES","Payment Success","243000"
"24932","Uttar Pradesh","Street lights","WS/MP190/2023-2024/1897","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Mithlesh Kumar (2022-28) (2022-2028)","Elected MP","15-Sep-2023","HIDAYA QIRAT ENTERPRISES","Payment Success","243000"
"24933","Uttar Pradesh","Street lights","WS/MP190/2023-2024/1896","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Mithlesh Kumar (2022-28) (2022-2028)","Elected MP","15-Sep-2023","HIDAYA QIRAT ENTERPRISES","Payment Success","243000"
"24934","Uttar Pradesh","Street lights","WS/MP190/2023-2024/1900","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Mithlesh Kumar (2022-28) (2022-2028)","Elected MP","15-Sep-2023","HIDAYA QIRAT ENTERPRISES","Payment Success","243000"
"24935","Uttar Pradesh","Street lights","WS/MP190/2023-2024/1908","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Mithlesh Kumar (2022-28) (2022-2028)","Elected MP","15-Sep-2023","HIDAYA QIRAT ENTERPRISES","Payment Success","243000"
"24936","Uttar Pradesh","Street lights","WS/MP190/2023-2024/1907","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Mithlesh Kumar (2022-28) (2022-2028)","Elected MP","15-Sep-2023","HIDAYA QIRAT ENTERPRISES","Payment Success","243000"
"24937","Uttar Pradesh","Street lights","WS/MP190/2023-2024/1906","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Mithlesh Kumar (2022-28) (2022-2028)","Elected MP","15-Sep-2023","HIDAYA QIRAT ENTERPRISES","Payment Success","243000"
"24938","Uttar Pradesh","Street lights","WS/MP190/2023-2024/1905","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Mithlesh Kumar (2022-28) (2022-2028)","Elected MP","15-Sep-2023","HIDAYA QIRAT ENTERPRISES","Payment Success","243000"
"24939","Uttar Pradesh","Street lights","WS/MP190/2023-2024/1909","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Mithlesh Kumar (2022-28) (2022-2028)","Elected MP","15-Sep-2023","HIDAYA QIRAT ENTERPRISES","Payment Success","243000"
"24940","Uttar Pradesh","Street lights","WS/MP190/2023-2024/1912","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Mithlesh Kumar (2022-28) (2022-2028)","Elected MP","15-Sep-2023","HIDAYA QIRAT ENTERPRISES","Payment Success","243000"
"24941","Uttar Pradesh","Street lights","WS/MP190/2023-2024/1911","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Mithlesh Kumar (2022-28) (2022-2028)","Elected MP","15-Sep-2023","HIDAYA QIRAT ENTERPRISES","Payment Success","243000"
"24942","Uttar Pradesh","Street lights","WS/MP190/2023-2024/1910","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Mithlesh Kumar (2022-28) (2022-2028)","Elected MP","15-Sep-2023","HIDAYA QIRAT ENTERPRISES","Payment Success","243000"
"24943","Uttar Pradesh","Street lights","WS/MP190/2023-2024/1914","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Mithlesh Kumar (2022-28) (2022-2028)","Elected MP","15-Sep-2023","HIDAYA QIRAT ENTERPRISES","Payment Success","243000"
"24944","Uttar Pradesh","Street lights","WS/MP190/2023-2024/1913","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Mithlesh Kumar (2022-28) (2022-2028)","Elected MP","15-Sep-2023","HIDAYA QIRAT ENTERPRISES","Payment Success","243000"
