"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Constituency","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"41003","Andhra Pradesh","Setting up of laboratories","WS/MP18007/2025-2026/137092","Eluru(DISTRICT COLLECTOR ELURU_IDA)","Putta Mahesh Kumar","ELURU","24-May-2025","I MAX SCIENCE HOUSE","Payment Success","400000"
"41004","Andhra Pradesh","Setting up of laboratories","WS/MP18007/2025-2026/137091","Eluru(DISTRICT COLLECTOR ELURU_IDA)","Putta Mahesh Kumar","ELURU","24-May-2025","I MAX SCIENCE HOUSE","Payment Success","400000"
"41005","Andhra Pradesh","Setting up of laboratories","WS/MP18007/2025-2026/137063","Eluru(DISTRICT COLLECTOR ELURU_IDA)","Putta Mahesh Kumar","ELURU","02-Jun-2025","I MAX SCIENCE HOUSE","Payment Success","400000"
"41006","Andhra Pradesh","Setting up of laboratories","WS/MP18007/2025-2026/137064","Eluru(DISTRICT COLLECTOR ELURU_IDA)","Putta Mahesh Kumar","ELURU","31-May-2025","I MAX SCIENCE HOUSE","Payment Success","400000"
"41007","Andhra Pradesh","Setting up of laboratories","WS/MP18007/2025-2026/137061","Eluru(DISTRICT COLLECTOR ELURU_IDA)","Putta Mahesh Kumar","ELURU","25-May-2025","I MAX SCIENCE HOUSE","Payment Success","400000"
"41008","Andhra Pradesh","Setting up of laboratories","WS/MP18007/2025-2026/137060","Eluru(DISTRICT COLLECTOR ELURU_IDA)","Putta Mahesh Kumar","ELURU","04-Jun-2025","I MAX SCIENCE HOUSE","Payment Success","400000"
"41009","Andhra Pradesh","Setting up of laboratories","WS/MP18007/2025-2026/137062","Eluru(DISTRICT COLLECTOR ELURU_IDA)","Putta Mahesh Kumar","ELURU","25-May-2025","I MAX SCIENCE HOUSE","Payment Success","400000"
"41010","Andhra Pradesh","Setting up of laboratories","WS/MP18007/2025-2026/137069","Eluru(DISTRICT COLLECTOR ELURU_IDA)","Putta Mahesh Kumar","ELURU","31-May-2025","I MAX SCIENCE HOUSE","Payment Success","400000"
"41011","Andhra Pradesh","Setting up of laboratories","WS/MP18007/2025-2026/137067","Eluru(DISTRICT COLLECTOR ELURU_IDA)","Putta Mahesh Kumar","ELURU","25-May-2025","I MAX SCIENCE HOUSE","Payment Success","400000"
"41012","Andhra Pradesh","Setting up of laboratories","WS/MP18007/2025-2026/137070","Eluru(DISTRICT COLLECTOR ELURU_IDA)","Putta Mahesh Kumar","ELURU","11-Jun-2025","I MAX SCIENCE HOUSE","Payment Success","400000"
"41013","Andhra Pradesh","Setting up of laboratories","WS/MP18007/2025-2026/137065","Eluru(DISTRICT COLLECTOR ELURU_IDA)","Putta Mahesh Kumar","ELURU","03-Jun-2025","I MAX SCIENCE HOUSE","Payment Success","400000"
"41014","Andhra Pradesh","Setting up of laboratories","WS/MP18007/2025-2026/137071","Eluru(DISTRICT COLLECTOR ELURU_IDA)","Putta Mahesh Kumar","ELURU","03-Jun-2025","I MAX SCIENCE HOUSE","Payment Success","400000"
"41015","Andhra Pradesh","Setting up of laboratories","WS/MP18007/2025-2026/137073","Eluru(DISTRICT COLLECTOR ELURU_IDA)","Putta Mahesh Kumar","ELURU","31-May-2025","I MAX SCIENCE HOUSE","Payment Success","400000"
"41016","Andhra Pradesh","Setting up of laboratories","WS/MP18007/2025-2026/137094","Eluru(DISTRICT COLLECTOR ELURU_IDA)","Putta Mahesh Kumar","ELURU","25-May-2025","I MAX SCIENCE HOUSE","Payment Success","400000"
"41017","Andhra Pradesh","Setting up of laboratories","WS/MP18007/2025-2026/137053","Eluru(DISTRICT COLLECTOR ELURU_IDA)","Putta Mahesh Kumar","ELURU","04-Jun-2025","I MAX SCIENCE HOUSE","Payment Success","400000"
"41018","Andhra Pradesh","Setting up of laboratories","WS/MP18007/2025-2026/137054","Eluru(DISTRICT COLLECTOR ELURU_IDA)","Putta Mahesh Kumar","ELURU","03-Jun-2025","I MAX SCIENCE HOUSE","Payment Success","400000"
"41019","Andhra Pradesh","Setting up of laboratories","WS/MP18007/2025-2026/137055","Eluru(DISTRICT COLLECTOR ELURU_IDA)","Putta Mahesh Kumar","ELURU","11-Jun-2025","I MAX SCIENCE HOUSE","Payment Success","400000"
"41020","Andhra Pradesh","Setting up of laboratories","WS/MP18007/2025-2026/137056","Eluru(DISTRICT COLLECTOR ELURU_IDA)","Putta Mahesh Kumar","ELURU","03-Jun-2025","I MAX SCIENCE HOUSE","Payment Success","400000"
"41021","Andhra Pradesh","Setting up of laboratories","WS/MP18007/2025-2026/137057","Eluru(DISTRICT COLLECTOR ELURU_IDA)","Putta Mahesh Kumar","ELURU","25-May-2025","I MAX SCIENCE HOUSE","Payment Success","400000"
"41022","Andhra Pradesh","Setting up of laboratories","WS/MP18007/2025-2026/137059","Eluru(DISTRICT COLLECTOR ELURU_IDA)","Putta Mahesh Kumar","ELURU","03-Jun-2025","I MAX SCIENCE HOUSE","Payment Success","400000"
"41023","Madhya Pradesh","Construction of common work sheds/ common covered sitting area","WS/MP643/2025-2026/146319","Khandwa (East Nimar)(DISTRICT COLLECTOR EAST NIMAR_IDA)","Gyaneshwar Patil","KHANDWA","20-Jun-2025","BHARMAL STEEL TRADERS","Payment Success","49000"
"41024","Madhya Pradesh","Construction of common work sheds/ common covered sitting area","WS/MP643/2025-2026/146319","Khandwa (East Nimar)(DISTRICT COLLECTOR EAST NIMAR_IDA)","Gyaneshwar Patil","KHANDWA","20-Jun-2025","BHARMAL STEEL TRADERS","Payment Success","43600"
"41025","Madhya Pradesh","Construction of common work sheds/ common covered sitting area","WS/MP643/2025-2026/146319","Khandwa (East Nimar)(DISTRICT COLLECTOR EAST NIMAR_IDA)","Gyaneshwar Patil","KHANDWA","27-Jul-2025","BHARMAL STEEL TRADERS","Payment Success","46300"
"41026","Madhya Pradesh","Construction of common work sheds/ common covered sitting area","WS/MP643/2025-2026/146319","Khandwa (East Nimar)(DISTRICT COLLECTOR EAST NIMAR_IDA)","Gyaneshwar Patil","KHANDWA","27-Jul-2025","BHARMAL STEEL TRADERS","Payment Success","37400"
"41027","Madhya Pradesh","Construction of common work sheds/ common covered sitting area","WS/MP643/2025-2026/146319","Khandwa (East Nimar)(DISTRICT COLLECTOR EAST NIMAR_IDA)","Gyaneshwar Patil","KHANDWA","27-Jul-2025","BHARMAL STEEL TRADERS","Payment Success","36600"
"41028","Madhya Pradesh","Construction of common work sheds/ common covered sitting area","WS/MP643/2025-2026/146319","Khandwa (East Nimar)(DISTRICT COLLECTOR EAST NIMAR_IDA)","Gyaneshwar Patil","KHANDWA","27-Jul-2025","BHARMAL STEEL TRADERS","Payment Success","49000"
"41029","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18083/2025-2026/180231","DAKSHINA KANNADA(DEPUTY COMMISSIONER DAKSHIN KANNAD MANGALORE_IDA)","CAPTAIN BRIJESH CHOWTA","DAKSHINA KANNADA","06-Apr-2026","NITHESH P","Payment Success","499863"
"41030","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18083/2024-2025/165685","DAKSHINA KANNADA(DEPUTY COMMISSIONER DAKSHIN KANNAD MANGALORE_IDA)","CAPTAIN BRIJESH CHOWTA","DAKSHINA KANNADA","20-Jun-2025","NITHESH P","Payment Success","498864"
"41031","Karnataka","Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","WS/MP18083/2024-2025/165684","DAKSHINA KANNADA(DEPUTY COMMISSIONER DAKSHIN KANNAD MANGALORE_IDA)","CAPTAIN BRIJESH CHOWTA","DAKSHINA KANNADA","20-Jun-2025","NITHESH P","Payment Success","495914"
"41032","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18083/2025-2026/180226","DAKSHINA KANNADA(DEPUTY COMMISSIONER DAKSHIN KANNAD MANGALORE_IDA)","CAPTAIN BRIJESH CHOWTA","DAKSHINA KANNADA","02-Feb-2026","HARIPRASAD K","Payment Success","497044"
"41033","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18083/2025-2026/180225","DAKSHINA KANNADA(DEPUTY COMMISSIONER DAKSHIN KANNAD MANGALORE_IDA)","CAPTAIN BRIJESH CHOWTA","DAKSHINA KANNADA","02-Feb-2026","HARIPRASAD K","Payment Success","496344"
"41034","Haryana","Development of playfields and sports grounds","WS/MP431/2024-2025/170620","REWARI(District Commissioner Rewari)","Rao Inderjit Singh","GURGAON","08-Aug-2025","GRAM PANCHAYAT KHERI MOTLA","Payment Success","800000"
"41035","Andhra Pradesh","Construction of community centers and community halls","WS/MP526/2024-2025/135772","Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA)","Y S Avinash Reddy","KADAPA","11-May-2025","CHINTHAKUNTA MANIGOPALREDDY","Payment Success","980399"
"41036","Andhra Pradesh","Construction of community centers and community halls","WS/MP526/2025-2026/238907","Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA)","Y S Avinash Reddy","KADAPA","18-Aug-2026","CHINTHAKUNTA MANIGOPALREDDY","Payment Success","497980"
"41037","Andhra Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP526/2025-2026/189328","Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA)","Y S Avinash Reddy","KADAPA","16-Apr-2026","CHINTHAKUNTA MANIGOPALREDDY","Payment Success","494998"
"41038","Andhra Pradesh","Construction of community centers and community halls","WS/MP526/2024-2025/148602","Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA)","Y S Avinash Reddy","KADAPA","11-May-2025","VENKATA SEKHAR DERANGULA","Payment Success","493712"
"41039","Andhra Pradesh","Construction of community centers and community halls","WS/MP526/2024-2025/148599","Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA)","Y S Avinash Reddy","KADAPA","11-May-2025","VENKATA SEKHAR DERANGULA","Payment Success","492307"
"41040","Andhra Pradesh","Construction of community centers and community halls","WS/MP526/2024-2025/148600","Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA)","Y S Avinash Reddy","KADAPA","11-May-2025","VENKATA SEKHAR DERANGULA","Payment Success","495402"
"41041","Andhra Pradesh","Construction of community centers and community halls","WS/MP526/2024-2025/148601","Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA)","Y S Avinash Reddy","KADAPA","11-May-2025","VENKATA SEKHAR DERANGULA","Payment Success","496997"
"41042","Andhra Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18014/2024-2025/167542","Sri Potti Sriramulu Nellore(DISTRICT COLLECTOR NELLORE_IDA)","PRABHAKAR REDDY VEMIREDDY","NELLORE(SC)","13-May-2025","gunapati phani kumar","Payment Success","498106"
"41043","Andhra Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18014/2024-2025/167541","Sri Potti Sriramulu Nellore(DISTRICT COLLECTOR NELLORE_IDA)","PRABHAKAR REDDY VEMIREDDY","NELLORE(SC)","13-May-2025","gunapati phani kumar","Payment Success","498106"
"41044","Andhra Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18014/2024-2025/167540","Sri Potti Sriramulu Nellore(DISTRICT COLLECTOR NELLORE_IDA)","PRABHAKAR REDDY VEMIREDDY","NELLORE(SC)","13-May-2025","gunapati phani kumar","Payment Success","482113"
"41045","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP719/2024-2025/157122","AJMER(DISTRICT COLLECTOR AJMER_IDA)","Bhagirath Chaudhary","AJMER","05-Jun-2025","Badam","Payment Success","9120"
"41046","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP719/2024-2025/157122","AJMER(DISTRICT COLLECTOR AJMER_IDA)","Bhagirath Chaudhary","AJMER","04-Jun-2025","Gulab Devi","Payment Success","9120"
"41047","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP719/2024-2025/157122","AJMER(DISTRICT COLLECTOR AJMER_IDA)","Bhagirath Chaudhary","AJMER","04-Jun-2025","kALI","Payment Success","9120"
"41048","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP719/2024-2025/157122","AJMER(DISTRICT COLLECTOR AJMER_IDA)","Bhagirath Chaudhary","AJMER","04-Jun-2025","Ratani","Payment Success","9120"
"41049","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP719/2024-2025/157122","AJMER(DISTRICT COLLECTOR AJMER_IDA)","Bhagirath Chaudhary","AJMER","04-Jun-2025","Rekha","Payment Success","9120"
"41050","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP719/2024-2025/157122","AJMER(DISTRICT COLLECTOR AJMER_IDA)","Bhagirath Chaudhary","AJMER","04-Jun-2025","Shishupal","Payment Success","16800"
"41051","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP719/2024-2025/157122","AJMER(DISTRICT COLLECTOR AJMER_IDA)","Bhagirath Chaudhary","AJMER","04-Jun-2025","Sita Devi","Payment Success","9120"
"41052","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP422/2024-2025/142412","SUPAUL(DISTRICT PLANNING OFFICER SUPAUL_IDA)","Dileshwar Kamait","SUPAUL","19-May-2025","AKASH KUMAR","Payment Success","1171823"
"41053","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18166/2024-2025/164824","JALORE(DISTRICT COLLECTOR JALORE_IDA)","LUMBARAM","JALORE","15-Sep-2025","SHREE KSHEMAKRI CONSTROCTION","Payment Success","443784"
"41054","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18166/2024-2025/164823","JALORE(DISTRICT COLLECTOR JALORE_IDA)","LUMBARAM","JALORE","15-Sep-2025","SHREE KSHEMAKRI CONSTROCTION","Payment Success","443784"
"41055","Rajasthan","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP18161/2024-2025/138075","BHARATPUR(DISTRICT COLLECTOR BHARATPUR_IDA)","SANJNA JATAV","BHARATPUR(SC)","13-May-2025","Karmveer","Payment Success","3990"
"41056","Punjab","Installation of fixed garden gym equipment","WS/MP18311/2025-2026/234404","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","MALVINDER SINGH KANG","ANANDPUR SAHIB","22-Jan-2026","RS Industries","Payment Success","300000"
"41057","Punjab","Installation of fixed garden gym equipment","WS/MP18311/2025-2026/219481","S.A.S Nagar(DEPUTY COMMISSIONER SAHIBZADA AJIT SINGH NAGAR MOHALI_IDA)","MALVINDER SINGH KANG","ANANDPUR SAHIB","14-Jan-2026","RS Industries","Payment Success","300000"
"41058","Punjab","Installation of fixed garden gym equipment","WS/MP18311/2025-2026/219474","S.A.S Nagar(DEPUTY COMMISSIONER SAHIBZADA AJIT SINGH NAGAR MOHALI_IDA)","MALVINDER SINGH KANG","ANANDPUR SAHIB","13-Nov-2025","RS Industries","Payment Success","300000"
"41059","Punjab","Installation of fixed garden gym equipment","WS/MP18311/2025-2026/219483","S.A.S Nagar(DEPUTY COMMISSIONER SAHIBZADA AJIT SINGH NAGAR MOHALI_IDA)","MALVINDER SINGH KANG","ANANDPUR SAHIB","13-Nov-2025","RS Industries","Payment Success","300000"
"41060","Punjab","Installation of multi-gym equipment","WS/MP18311/2025-2026/255982","S.A.S Nagar(DEPUTY COMMISSIONER SAHIBZADA AJIT SINGH NAGAR MOHALI_IDA)","MALVINDER SINGH KANG","ANANDPUR SAHIB","20-Jun-2026","RS Industries","Payment Success","300000"
